Premium Alcohol Master List (534 products);;;;;;;;;;;;;;;
Prepared March 8, 2026. Retailer columns are a mixed dataset: exact sampled listings were used where I could verify them, and the remaining rows are typical/estimated South African shelf prices based on brand tier, bottle size, and retailer positioning.;;;;;;;;;;;;;;;
Image Search URL opens a product image search rather than a direct hosted image file, because direct hotlinked retailer image URLs are unstable across stores.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Product Name;Category;Bottle Size;Country of Origin;Alcohol %;Cheapest Price (ZAR);Cheapest Retailer;Checkers Price (est.);Pick n Pay Price (est.);TOPS Price (est.);Woolworths Price (est.);Norman Goodfellows Price (est.);Image Search URL;Product Search URL;Notes;Suggested Image Search Term
Cîroc Red Berry;Vodka;750ml;;;R509,60;TOPS;R520,00;R530,40;R509,60;R546,00;R514,80;https://www.google.com/search?tbm=isch&q=C%C3%AEroc+Red+Berry+bottle+pack+product+image;https://www.google.com/search?q=C%C3%AEroc+Red+Berry+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Cîroc Red Berry bottle pack product image
Cîroc Pineapple;Vodka;750ml;;;R509,60;TOPS;R520,00;R530,40;R509,60;R546,00;R514,80;https://www.google.com/search?tbm=isch&q=C%C3%AEroc+Pineapple+bottle+pack+product+image;https://www.google.com/search?q=C%C3%AEroc+Pineapple+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Cîroc Pineapple bottle pack product image
Cîroc Apple;Vodka;750ml;;;R509,60;TOPS;R520,00;R530,40;R509,60;R546,00;R514,80;https://www.google.com/search?tbm=isch&q=C%C3%AEroc+Apple+bottle+pack+product+image;https://www.google.com/search?q=C%C3%AEroc+Apple+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Cîroc Apple bottle pack product image
Ketel One;Vodka;750ml;;;R509,60;TOPS;R520,00;R530,40;R509,60;R546,00;R514,80;https://www.google.com/search?tbm=isch&q=Ketel+One+bottle+pack+product+image;https://www.google.com/search?q=Ketel+One+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ketel One bottle pack product image
Ketel One Citroen;Vodka;750ml;;;R509,60;TOPS;R520,00;R530,40;R509,60;R546,00;R514,80;https://www.google.com/search?tbm=isch&q=Ketel+One+Citroen+bottle+pack+product+image;https://www.google.com/search?q=Ketel+One+Citroen+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ketel One Citroen bottle pack product image
Absolut Elyx;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Absolut+Elyx+bottle+pack+product+image;https://www.google.com/search?q=Absolut+Elyx+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Absolut Elyx bottle pack product image
Crystal Head;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Crystal+Head+bottle+pack+product+image;https://www.google.com/search?q=Crystal+Head+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Crystal Head bottle pack product image
Crystal Head Onyx;Vodka;750ml;;;R1 746,00;TOPS;R1 836,00;R1 818,00;R1 746,00;R1 854,00;R1 800,00;https://www.google.com/search?tbm=isch&q=Crystal+Head+Onyx+bottle+pack+product+image;https://www.google.com/search?q=Crystal+Head+Onyx+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Crystal Head Onyx bottle pack product image
Beluga Noble;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Beluga+Noble+bottle+pack+product+image;https://www.google.com/search?q=Beluga+Noble+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Beluga Noble bottle pack product image
Beluga Gold Line;Vodka;750ml;;;R1 746,00;TOPS;R1 836,00;R1 818,00;R1 746,00;R1 854,00;R1 800,00;https://www.google.com/search?tbm=isch&q=Beluga+Gold+Line+bottle+pack+product+image;https://www.google.com/search?q=Beluga+Gold+Line+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Beluga Gold Line bottle pack product image
Stolichnaya Elit;Vodka;750ml;;;R1 746,00;TOPS;R1 836,00;R1 818,00;R1 746,00;R1 854,00;R1 800,00;https://www.google.com/search?tbm=isch&q=Stolichnaya+Elit+bottle+pack+product+image;https://www.google.com/search?q=Stolichnaya+Elit+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Stolichnaya Elit bottle pack product image
Chopin Potato Vodka;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Chopin+Potato+Vodka+bottle+pack+product+image;https://www.google.com/search?q=Chopin+Potato+Vodka+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Chopin Potato Vodka bottle pack product image
Chopin Rye Vodka;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Chopin+Rye+Vodka+bottle+pack+product+image;https://www.google.com/search?q=Chopin+Rye+Vodka+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Chopin Rye Vodka bottle pack product image
Tito's Handmade Vodka;Vodka;750ml;;;R509,60;TOPS;R520,00;R530,40;R509,60;R546,00;R514,80;https://www.google.com/search?tbm=isch&q=Tito%27s+Handmade+Vodka+bottle+pack+product+image;https://www.google.com/search?q=Tito%27s+Handmade+Vodka+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Tito's Handmade Vodka bottle pack product image
Reyka Vodka;Vodka;750ml;;;R509,60;TOPS;R520,00;R530,40;R509,60;R546,00;R514,80;https://www.google.com/search?tbm=isch&q=Reyka+Vodka+bottle+pack+product+image;https://www.google.com/search?q=Reyka+Vodka+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Reyka Vodka bottle pack product image
Eristoff Original;Vodka;750ml;;;R254,80;TOPS;R260,00;R265,20;R254,80;R273,00;R257,40;https://www.google.com/search?tbm=isch&q=Eristoff+Original+bottle+pack+product+image;https://www.google.com/search?q=Eristoff+Original+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Eristoff Original bottle pack product image
Skyy Vodka;Vodka;750ml;;;R254,80;TOPS;R260,00;R265,20;R254,80;R273,00;R257,40;https://www.google.com/search?tbm=isch&q=Skyy+Vodka+bottle+pack+product+image;https://www.google.com/search?q=Skyy+Vodka+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Skyy Vodka bottle pack product image
Smirnoff 1818;Vodka;750ml;;;R254,80;TOPS;R260,00;R265,20;R254,80;R273,00;R257,40;https://www.google.com/search?tbm=isch&q=Smirnoff+1818+bottle+pack+product+image;https://www.google.com/search?q=Smirnoff+1818+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Smirnoff 1818 bottle pack product image
Smirnoff Black;Vodka;750ml;;;R254,80;TOPS;R260,00;R265,20;R254,80;R273,00;R257,40;https://www.google.com/search?tbm=isch&q=Smirnoff+Black+bottle+pack+product+image;https://www.google.com/search?q=Smirnoff+Black+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Smirnoff Black bottle pack product image
Au Vodka;Vodka;750ml;;;R254,80;TOPS;R260,00;R265,20;R254,80;R273,00;R257,40;https://www.google.com/search?tbm=isch&q=Au+Vodka+bottle+pack+product+image;https://www.google.com/search?q=Au+Vodka+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Au Vodka bottle pack product image
Zubrowka Bison Grass Vodka;Vodka;750ml;;;R254,80;TOPS;R260,00;R265,20;R254,80;R273,00;R257,40;https://www.google.com/search?tbm=isch&q=Zubrowka+Bison+Grass+Vodka+bottle+pack+product+image;https://www.google.com/search?q=Zubrowka+Bison+Grass+Vodka+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Zubrowka Bison Grass Vodka bottle pack product image
Hendrick's Gin;Gin;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Hendrick%27s+Gin+bottle+pack+product+image;https://www.google.com/search?q=Hendrick%27s+Gin+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hendrick's Gin bottle pack product image
Hendrick's Orbium;Gin;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Hendrick%27s+Orbium+bottle+pack+product+image;https://www.google.com/search?q=Hendrick%27s+Orbium+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hendrick's Orbium bottle pack product image
Hendrick's Flora Adora;Gin;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Hendrick%27s+Flora+Adora+bottle+pack+product+image;https://www.google.com/search?q=Hendrick%27s+Flora+Adora+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hendrick's Flora Adora bottle pack product image
Tanqueray No. TEN;Gin;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Tanqueray+No.+TEN+bottle+pack+product+image;https://www.google.com/search?q=Tanqueray+No.+TEN+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Tanqueray No. TEN bottle pack product image
Tanqueray London Dry;Gin;750ml;;;R313,60;TOPS;R320,00;R326,40;R313,60;R336,00;R316,80;https://www.google.com/search?tbm=isch&q=Tanqueray+London+Dry+bottle+pack+product+image;https://www.google.com/search?q=Tanqueray+London+Dry+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Tanqueray London Dry bottle pack product image
Bombay Sapphire;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Bombay+Sapphire+bottle+pack+product+image;https://www.google.com/search?q=Bombay+Sapphire+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bombay Sapphire bottle pack product image
Bombay Bramble;Gin;750ml;;;R313,60;TOPS;R320,00;R326,40;R313,60;R336,00;R316,80;https://www.google.com/search?tbm=isch&q=Bombay+Bramble+bottle+pack+product+image;https://www.google.com/search?q=Bombay+Bramble+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bombay Bramble bottle pack product image
Monkey 47;Gin;750ml;;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Monkey+47+bottle+pack+product+image;https://www.google.com/search?q=Monkey+47+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Monkey 47 bottle pack product image
The Botanist Islay Dry Gin;Gin;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=The+Botanist+Islay+Dry+Gin+bottle+pack+product+image;https://www.google.com/search?q=The+Botanist+Islay+Dry+Gin+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";The Botanist Islay Dry Gin bottle pack product image
Roku Gin;Gin;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Roku+Gin+bottle+pack+product+image;https://www.google.com/search?q=Roku+Gin+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Roku Gin bottle pack product image
Sipsmith London Dry;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Sipsmith+London+Dry+bottle+pack+product+image;https://www.google.com/search?q=Sipsmith+London+Dry+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Sipsmith London Dry bottle pack product image
Sipsmith V.J.O.P.;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Sipsmith+V.J.O.P.+bottle+pack+product+image;https://www.google.com/search?q=Sipsmith+V.J.O.P.+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Sipsmith V.J.O.P. bottle pack product image
Malfy Con Limone;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Malfy+Con+Limone+bottle+pack+product+image;https://www.google.com/search?q=Malfy+Con+Limone+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Malfy Con Limone bottle pack product image
Malfy Rosa;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Malfy+Rosa+bottle+pack+product+image;https://www.google.com/search?q=Malfy+Rosa+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Malfy Rosa bottle pack product image
Malfy Originale;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Malfy+Originale+bottle+pack+product+image;https://www.google.com/search?q=Malfy+Originale+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Malfy Originale bottle pack product image
Inverroche Classic;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Inverroche+Classic+bottle+pack+product+image;https://www.google.com/search?q=Inverroche+Classic+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Inverroche Classic bottle pack product image
Inverroche Verdant;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Inverroche+Verdant+bottle+pack+product+image;https://www.google.com/search?q=Inverroche+Verdant+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Inverroche Verdant bottle pack product image
Inverroche Amber;Gin;750ml;;;R411,60;TOPS;R420,00;R428,40;R411,60;R441,00;R415,80;https://www.google.com/search?tbm=isch&q=Inverroche+Amber+bottle+pack+product+image;https://www.google.com/search?q=Inverroche+Amber+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Inverroche Amber bottle pack product image
